ERSA,12,606
Engineering of Reconfigurable Systems and Algorithms,15,599
Ershov Memorial Conference,7,203
Formal Methods in Programming and Their Applications,6,150
Logic at Botik,10,431
Algorithms in Modern Mathematics and Computer Science,5,70
Methods of Algorithmic Language Implementation,4,36
International Sympoisum on Theoretical Programming,5,666
ESANN,15,1321
ESAS,23,1758
ESAW,16,814
ESC,4,74
Expert Systems in Engineering,8,332
ESEC,23,3050
ESEC / SIGSOFT FSE,56,8636
ESERNET,8,219
Pattern Detection and Discovery,10,366
ESM,15,975
E-smart,11,800
ESOP,19,1148
ESORICS,24,2100
PiLBA,5,94
Essen Symposium,4,104
ESSIR,12,344
ESSLLI Student Papers,3,35
ESSLLI,2,6
European Summer School on Multi-AgentControl,8,129
ESTImedia,10,344
ESWS,20,2373
ESWC,35,3570
KWEPSY,3,18
SBPM,10,311
SFSW,7,177
SemSearch,5,94
SeMMA,4,35
IRSW,4,72
ETRA,17,1125
ETRICS,13,341
EUC Workshops,20,1574
EUC,9,448
EUMAS,2,9
EUNIS,4,53
EurAsia-ICT,13,504
EURASIP Workshop,9,628
Euro-PDS,7,150
EUROCAL,13,518
European Conference on Computer Algebra (2),16,1244
EUROCAM,10,545
European Conference on Computer Algebra (1),4,323
CAST,5,65
EUROCAST,10,772
EUROCODE,7,137
EuroCOLT,23,8817
EUROCRYPT,40,5432
EDAC-ETC-EUROASIC,24,1847
EURO-DAC,26,3501
EuroGP,10,412
EuroIMSA,8,344
EUROMICRO-SEAA,13,1003
EUROMICRO,29,3579
EuroNGI Workshop,10,519
IWSOS/EuroNGI,8,176
EuroPACS,3,32
Euro-Par,16,1432
"Euro-Par, Vol. II",19,1301
"Euro-Par, Vol. I",20,1302
Euro-Par Workshops,10,424
EuroPKI,7,162
EUROSAM,11,466
EUROSIM,13,711
EuroSPI,8,246
EuroSSC,15,764
EUROVAV,11,319
EuroWeb,7,157
AmI,13,504
EUSAI,18,1387
IEEE Workshop on Detection and Recognition of Events in Video,8,538
EvoWorkshops,21,2528
EvoCOP,8,255
EvoRobots,13,683
Evo Workshops,10,396
EvoBIO,7,183
Electronic Voting in Europe,6,94
ECCBR,23,2056
EWCBR,32,3058
ECCBR Workshops,5,76
CACOA,2,8
EuroCG,12,426
East/West Database Workshop,15,638
EWHCI,14,772
EWIMT,9,300
EWLR,9,292
EWMF,6,273
EWMF/KDO,7,199
EWNLG,10,324
EWSA,18,1128
EWSN,16,768
EWSP,4,58
EWSPT,14,522
"Software Process: Principles, Methodology, Technology",6,321
ExpDB,6,94
Extreme Markup Languages®,15,1466
FAABS,14,660
Specification and Verification of Concurrent Systems,6,175
Formal Aspects of Measurement,5,94
FAIR,7,264
FAPR,13,482
FASE,15,860
FASec,9,251
FAST,36,4495
Workshop on the Theory and Practice of Provenance,9,143
FATES,19,1075
FATES/RV,8,277
FBT,8,383
Financial Cryptography,19,1172
Formal Concept Analysis,13,817
FCCM,18,1250
FCS,5,126
FCT,12,582
Föderierte Datenbanken,4,59
FDTC,10,340
FECS,5,137
FGCS,34,4883
FGR,56,11237
FG,23,4053
Formal Hardware Verification,4,140
FIDJI,11,329
FIFF Jahrestagung,1,2
FIMH,12,646
FIMI,17,1346
Online-Systeme im Finanz- und Rechnungswesen,2,6
FinTAL,10,381
FIRB-Perf,4,59
Firmware Engineering,1,9
FIW,12,514
ICFI,7,113
Algebraic Coding,7,220
FJCC,20,2774
FLAIRS Conference,13,1340
Foundations of Logic and Functional Programming,6,749
FLOPS,12,332
Fuji International Symposium on Functional and Logic Programming,14,462
VDM Europe (1),14,779
FM,16,1087
FME,31,3068
FM-Trends,12,544
World Congress on Formal Methods,30,2551
The Use of Formal Specification of Software,3,12
VDM Europe,18,1272
VDM Europe (2),8,302
The Vienna Development Method: The Meta-Language,7,327
Program Specification,4,154
FMCAD,18,976
FMCO,7,268
FMLDO,9,274
FMLDO - Selected Papers,6,111
FMOODS,21,1269
FMSP,13,802
FOCS,38,6263
FODO,8,315
FOGA,11,376
FoIKS,10,316
FOIS,11,350
FORMATS,13,536
FORMATS/FTRTFT,15,538
FORTE,20,1512
FORTE Workshops,8,193
Forum Wissenschaft und Technik,2,15
FOSAD,11,367
FoSSaCS,33,3440
FOSSACS,17,934
Functional Programming,11,591
FPCA,37,5761
FPGA,19,1286
FPL,20,2523
FPLE,4,56
FPT,12,715
International Conference on Finite Fields and Applications,8,263
FQAS,7,217
Fractals in the Natural and Applied Sciences,7,163
Frauenwelt - Computerräme,1,5
FroCos,12,427
Frontiers of Combining Systems (FroCos),12,663
FSE,23,1797
FSKD,5,397
FSKD (1),14,1170
FSKD (2),12,1107
FSKD (3),9,623
FSKD (4),9,566
FSKD (5),6,238
FSTTCS,15,928
FTCS,54,9602
Fault-Tolerant Distributed Computing,8,686
FTDCS,22,1822
FTP (LNCS Selection),10,244
FTRTFT,22,1807
Future Databases,8,210
FUZZ-IEEE,18,3680
Fuzzy Days,14,1089
Workshop Farbbildverarbeitung,2,8
Programmierumgebungen und Compiler,3,26
Hardware für Software,1,4
Wissenschaftliches Rechnen und Programmiersprachen,2,8
Entwurf großer Software-Systeme,1,6
Software-Qualitätssicherung,2,9
Objektorientierte Software- und Hardwarearchitekturen,3,15
Implementierungssprachen für nichtsequentielle Programmsysteme,0,0
Intelligenztechnologie,1,4
German-Argentinian Workshop on Information Technology,1,6
GALOP,5,72
GAME-ON,11,512
GBPM,3,69
GbRPR,11,585
Global Computing,10,449
GCA,7,177
German Conference on Bioinformatics,14,741
German Conference on Bioinformatics - Selected Papers,7,215
GCC (1),13,651
GCC (2),12,596
GCC Workshops,13,841
GCC,17,1268
GCSE,20,1004
GECCO,26,5751
GECCO (1),27,2494
GECCO Late Breaking Papers,14,561
GECCO (2),22,2167
GECCO Workshops,14,515
GECCO (Companion),15,3472
GeNeMe,3,28
Workshop on Geometric Modeling,6,111
GeoInfo,4,85
Geometry and Robotics,8,1184
GeoS,10,319
Informatik cui bono?,4,31
Arbeit und Informationstechnik,1,10
Menschengerechte Software als Wettbewerbsfaktor,4,34
"Informatik und ""Dritte Welt""",0,0
ICGT,14,575
Graph-Grammars and Their Application to Computer Science and Biology,10,1035
Graph-Grammars and Their Application to Computer Science,19,1246
Handbook of Graph Grammars,6,1295
GI Jahrestagung (2),11,504
GI Jahrestagung,8,355
GI Jahrestagung (1),9,573
GI Jahrestagung (Fachgespräche),1,1
"GI Jahrestagung (Schwerpunkt ""Sicherheit - Schutz und Zuverlässigkeit"")",4,50
Workshop Integration heterogener Softwaresysteme,1,15
GI Jahrestagung (3),1,2
GI Jahrestagung (Ergänzungsband),1,2
Workshop Data Mining und Data Warehousing,3,14
"Workshop Multimedia-Systeme, GI Jahrestagung",1,6
GI-Workshop Internet-Datenbanken,3,13
IWMM/GIAE,5,136
GIL Jahrestagung,3,41
GIR,19,835
ACM-GIS,31,3977
GIS,24,3112
Spatio-Temporal Reasoning,14,2170
SPRINGL,7,207
GIScience,11,357
Great Lakes Computer Science Conference,7,140
GLDV-Jahrestagung,7,124
ACM Great Lakes Symposium on VLSI,15,1251
Great Lakes Symposium on VLSI,23,2445
Geometric Modelling,7,88
GMDS,4,64
Grammatical Models of Multi-Agent Systems,6,104
GMM EMV,1,5
GMP,11,653
GMAG,8,224
GOSLER Final Report,6,354
GPC,9,494
GPCE,15,814
Graph Reduction,9,311
Graphics Interface,21,1825
Graphik und KI,2,13
Graphik im Bürobereich,1,2
Graphik in Dokumenten,1,3
GRAPHITE,1,1
GREC,4,54
GRID,15,886
COOCS,30,2590
GROUP,15,1291
Menschengerechte Groupware,5,86
Geometric Reasoning for Perception and Action,9,1904
GSEM,7,98
NODe/GSEM,12,383
Graph Structure Theory,14,565
Graph Theory and Algorithms,6,178
Grundlagen von Datenbanken,3,35
Relational Databases and their Extensions,2,10
Gesture Workshop,6,116
HAPTICS,28,2772
WHC,27,3584
Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems,26,1976
EuroHaptics,12,642
HASE,11,382
A Half-Century of Automata Theory,3,20
HCC,7,158
IEEE Symposia on Human Centric Computing Languages and Environments,12,589
HCI (1),11,711
HCI,12,625
HCI (2),11,740
HCI (3),12,672
HCI (4),9,517
HCI (5),11,718
HCI (7),10,652
HCI (8),8,347
HCI (10),10,509
HCI (11),9,314
HCI (6),13,926
HCI (12),9,486
HCI (9),9,469
HCI (13),8,409
HCI (14),8,376
HCI (15),9,417
HCI (16),11,479
HCI (17),5,173
Heterogeneous Computing Workshop,32,5744
HERCMA,5,87
Haptic Human-Computer Interaction,16,681
HICSS,32,9129
HICSS (2),28,3353
HICSS (3),29,3573
HICSS (5),22,1893
HICSS (1),33,4272
HICSS (4),34,5090
HICSS (6),20,1769
HIM,10,418
Hypertext und Hypermedia,6,123
Hypertext/Hypermedia,4,58
History of Nordic Computing,1,6
HIP,8,229
HiPC,14,1158
HiPEAC,17,935
HIPS,12,574
HIS,10,550
HLK,6,193
Research Directions in High-Level Parallel Programming Languages,10,257
Hybrid Metaheuristics,13,806
History of Medical Informatics,8,141
HOA,11,414
HoloMAS,10,415
HOPL Preprints,8,921
HOPL,9,485
Hot Interconnects,16,836
HotOS,23,1563
Workshop on Hot Topics in Operating Systems,23,2316
Workshop on Workstation Operating Systems,20,1796
HPCA,35,4291
HPCC,16,2751
HPCN Europe,25,3720
HPCN,1,2
HPCS,12,937
HPDC,24,2600
UPGRADE-CN,8,214
HPN,16,1663
HPTS,8,161
High-Performance Web Databases,2,20
Hardware and Software Architectures for Fault Tolerance,7,269
HSNMC,11,634
Hypertext,28,3699
UK Hypertext,15,810
Ubicomp,56,9060
HUC,25,6869
UbiComp,30,3306
Human.Society@Internet,8,220
Human.Society@Internet 2003,10,285
Workshop on Human Motion,9,297
Haifa Verification Conference,8,297
HSCC,21,1719
Hybrid Systems,26,3542
HART,15,894
Hybrid Neural Systems,10,409
I3E,6,140
I3E (1),4,56
I3E (2),5,78
II3E,4,41
IAAI,8,239
ICWI,15,1215
IADIS AC,9,345
CELDA,12,486
e-Learning,5,102
IADIS European Conf. Data Mining,4,62
IADT,9,287
IAS,10,963
IASSE,8,295
Computational Intelligence,13,587
IASTED Conf. on Software Engineering,13,842
"Web Technologies, Applications, and Services",4,114
IAT,15,1492
IAT Workshops,15,807
ICDM / Web Intelligence / IAT,1,1
Web Intelligence/IAT Workshops,15,1669
IATA,13,662
IAW,14,816
IBERAMIA,7,249
IBERAMIA-SBIA,9,301
Programming Methodology,4,308
IBM Symposium: Data Base Systems,3,76
Data Base Techniques for Pictorial Applications,6,88
Operating Systems Engineering,4,57
Trends in Computer Algebra,5,311
Natural Language and Logic,3,109
IBM Symposium: Interactive Systems,1,117
Networking in Open Systems,6,120
IBM Symposium: Database Systems of the 90s,8,135
Natural Language at the Computer,2,22
Wissensrepräsentation in Expertensystemen,2,23
Programming Languages and Their Definition,2,11
Enduser Systems and Their Human Factors,3,57
IbPRIA (1),14,894
IbPRIA (2),14,872
IbPRIA,8,323
International Conference on Internet Computing,6,170
International Conference on Internet Computing (1),7,181
ICA,19,2065
ICA3PP,10,558
ICAC,24,2505
ICAD,14,574
ICADL,7,291
IC-AI,11,698
ICAIL,15,845
Evaluation of Legal Reasoning and Problem-Solving Systems,1,7
LOAIT,5,141
"Law, Ontologies and the Semantic Web",6,106
ICAISC,18,1979
ICALP,53,10140
ICALP (2),23,2319
ICALP Satellite Workshops,11,392
ICALP (1),26,2710
ICALT,16,2440
ICANN (2),9,592
ICANN,28,4482
ICANN (1),10,695
ICAPR (1),9,301
ICAPR (2),12,596
ICAPR,9,323
ICARIS,12,549
ICAS,17,1035
ICAS/ICNS,14,541
ICAT,12,789
ICAT Workshops,8,288
ICB,17,1159
ICBA,24,1984
ICC (3),33,5789
ICC,44,23344
ICC (1),32,5476
ICC (2),25,2292
International Conference on Computational Science (2),20,1899
International Conference on Computational Science,25,4817
International Conference on Computational Science (3),17,1996
International Conference on Computational Science (1),17,1767
International Conference on Computational Science (4),15,1365
ICCS (1),13,917
ICCS (3),10,319
ICCS (2),8,409
ICCAD,27,3902
ICCAL,13,612
ICCBR,12,459
ICCBR Workshops,7,112
Case-Based Reasoning Technology,11,1105
CaCoA,2,10
ICCBSS,14,845
ICCC,10,414
ICCCN,24,4035
ICCD,16,1963
ICCE,12,687
ICCG,9,196
ICCHP,21,2596
ICCI,17,1462
ICCL,2,14
ICCL Workshop: Internet Programming Languages,5,453
ICCNMC,12,601
ICCPOL,9,252
ICCS,6,163
Workshop on Conceptual Graphs,8,233
ICCS Supplement,4,58
ICCSA (4),4,71
ICCSA (3),5,127
ICCSA (1),8,570
ICCSA (2),9,510
ICCSA (5),3,38
ICCV,76,25668
ICCV-HCI,13,767
Workshop on Vision Algorithms,12,2746
ICDAR,26,5162
ICDCIT,4,97
ICDCS,27,3862
ICDCS Workshops,15,1332
ICDCS Workshop of Knowledge Discovery and Data Mining in the World-Wide Web,4,43
ICDCS Workshop on Distributed System Validation and Verification,6,179
ICDCS Workshop on Distributed Real-Time Systems,2,38
ICDCS Workshop on Wireless Networks and Mobile Computing,4,63
ICDCS Workshop on Internet,2,15
ICDCS Workshop on Group Communications and Computations,3,68
ICDE,50,12384
ICDE Workshops,16,1168
ICDE Demo Sessions,4,54
ICDM,33,5129
ICDM Workshops,15,1647
Industrial Conference on Data Mining,8,357
ICDT,16,978
EROW,4,41
ICEB,2,9
ICEBE,6,234
International Conference on Evolutionary Computation,53,12351
ICECCS,13,764
ICEIS (4),7,206
ICEIS (1),7,255
ICEIS,9,398
ICEIS (2),7,229
ICEIS (5),7,259
ICEIS (3),5,146
ICEIS (3-1),4,49
ICEIS (3-2),7,235
ICEIS (Selected Papers),8,175
Software Audit and Metrics,4,43
ICES,8,351
Towards Evolvable Hardware,11,618
ICESS,12,953
ICETE,6,118
ICETE (1),5,58
ICETE (3),5,130
ICETE (2),4,68
ICETE (Invited Speakers),1,2
ICFCA,11,2595
ICFEM,13,855
ICFP,27,2124
MERLIN,9,185
ICFP-WGP,9,193
ICFPC,11,381
Fehlertolerierende Rechensysteme,6,111
Software-Fehlertoleranz und -Zuverlässigkeit,2,18
Fault-Tolerant Computing Systems,7,180
ICGA,74,19599
ICGI,8,220
"ICHIM, Hands on: Hypermedia and Interactivity in Museums",1,5
ICHIM (2),7,131
ICHIM,7,311
ICHIM (1),9,276
"ICHIM, Multimedia Computing and Museums",4,51
ICIAP,19,2262
ICIAP (1),4,54
ICIAP (2),3,34
ICIAR (2),6,162
ICIAR,17,1976
ICIAR (1),6,133
ICIC (1),8,479
ICIC (2),9,559
ICIC (3),6,138
ICICS,11,405
ICINCO,10,375
ICINCO (2),5,97
ICINCO (1),3,41
ICINCO (3),3,19
ICINCO (Invited Speakers),1,12
ICINCO-ICSO,8,293
ICINCO-SPSMC,7,174
ICINCO-RA (1),7,173
ICINCO-RA,9,305
ICINCO-RA (2),6,173
ICIP,29,12495
ICIP (3),37,8396
ICIP (2),44,8994
ICIP (1),38,8240
ICIP (4),13,866
ICIP (5),18,1297
ICIP (6),15,943
ICIS,18,2411
ICISC,11,559
ICISS,12,668
ICLP,17,1104
ICLP Workshop on Construction of Logic Programs,6,233
ICLP/SLP,32,6876
ICLP Workshop: Integration of Declarative Paradigms,3,42
JICSLP,31,3068
ICLP Workshop on Parallel Execution of Logic Programs,6,131
IJCSLP Workshop on Concurrent and Parallel Implementations,5,85
ICLP Workshop: Process-Based Parallel Logic Programming,5,39
ICLP-Workshops on Implementation of Logic Programming Systems,6,120
IJCSLP,11,368
Implementation Technology for Programming Languages based on Logic,6,137
ICLP Workshop: Parallel and Data Parallel Execution of Logic Programs,3,47
LPE,7,161
Structural Complexity and Recursion-theoretic methods in Logic-Programming,4,62
ALPSWS,5,75
Electronic Information and Communication in Mathematics,4,38
ICMAI,12,404
ICMAS,44,7783
ICMB,12,535
"ICMCS, Vol. 2",28,3380
IEEE International Conference on Multimedia and Expo (I),22,1915
IEEE International Conference on Multimedia and Expo (II),29,2302
"ICMCS, Vol. 1",33,3932
ICME,21,5245
IEEE International Conference on Multimedia and Expo (III),26,2380
ICMCS,53,10736
ICMENS,13,848
ICMI,17,1009
ICML,59,14517
ML,10,230
ICMLA,16,1713
ICMLC,6,422
ICMS,10,395
ICN (1),15,1002
ICN/ICONS/MCL,17,1284
ICN (2),16,969
ICN,15,1193
ICNC (2),15,1088
ICNC (1),13,1029
ICNC (3),17,1135
ICNP,20,1415
ICOD,10,470
ICOD-2 Workshop on New Applications of Data Bases,6,134
ICOIN,9,657
ICOIN (1),6,152
ICOIN (2),7,186
ICONIP (2),8,520
ICONIP,14,859
ICONIP (3),3,49
ICONIP (1),10,663
Designing Smart Homes,9,260
ICOST,9,437
ICPADS (1),21,1670
ICPADS,12,1235
ICPADS (2),18,1378
ICPIA,6,158
ICPP,20,1893
ICPP (1),29,4234
ICPP (2),23,2218
ICPP (3),25,1734
"ICPP, Vol. 2",9,231
ICPP Workshop,7,176
"ICPP, Vol. 1",13,784
"ICPP, Vol. 3",11,348
ICPP Workshops,12,792
ICPR,25,8131
ICPR (4),44,9290
ICPR (2),47,11786
ICPR (3),44,12068
ICPR (1),46,10210
ICPS,11,484
ICQT,4,53
ICRA,48,25000
ICRA (2),30,3232
ICRA (3),34,3905
ICRA (1),35,4746
ICRE,26,3217
ICS,28,3033
International Conference on Supercomputing,49,8179
ICSC,17,1603
IIA/SOCO,10,455
Inference Control in Statistical Databases,12,666
ICSE,46,7507
ICSE Workshop on SE-HCI,9,238
ICSE - Future of SE Track,24,6808
WADS,16,1172
ICSE Workshop on Studies of Software Design,6,289
ICSE Companion,20,1747
Software Education and Training Sessions @ ICSE,5,137
FOSE,21,3579
SHARK,7,102
SESS,6,85
CHASE,9,170
STRAW,9,199
ICSI,12,486
ICSM,22,2077
ICSM (Industrial and Tool Volume),6,117
ICSNW,10,557
ICSOC,18,1381
ICSOC Workshops,15,506
ICSOC PhD Symposium,1,1
ICSOFT (PL/DPS/KE/MUSE),4,55
ICSOFT (2),5,118
ICSOFT (1),6,163
ICSOFT (SE),6,126
ICSOFT (PL/DPS/KE),4,62
ICSOFT (ISDM/EHST/DC),4,41
ACT4SOC,5,88
EHST,1,2
ICSOFT (SE/MUSE/GSDCA),4,76
ICSOFT (ISDM/ABF),2,17
DCSOFT,2,14
ICSP,14,815
Software Quality and Productivity,7,151
ICSR,11,454
ICSTM,6,174
International Computing Symposium,7,166
ICT,4,64
ICTAC,12,464
ICTAI,7,399
ICTAI (1),13,912
ICTAI (2),13,837
ICTCS,10,367
ICTL,15,1579
ICVGIP,9,520
ICVS,14,885
ICW/ICHSN/ICMCS/SENET,13,619
ICWE,18,1164
ICWE Workshops,8,226
MDWE,5,108
AEWSE,5,57
ICWL,10,498
International Conference on Wireless Networks,16,1532
ICWN,9,344
ICWS,28,3907
ICWS-Europe,11,303
Workshop on Intrusion Detection and Network Monitoring,13,1110
IDA,9,411
IDEAL,9,547
IDEAS,9,443
Workshop on Interface Definition Languages,8,284
IDMS,19,1384
IDMS/PROMS,9,241
IDS,12,385
International Hong Kong Computer Society Database Workshop,3,95
IEA/AIE,9,508
IEA/AIE (Vol. 1),9,242
IEA/AIE (Vol. 2),11,841
IEA/AIE (1),5,133
IEA/AIE (2),5,159
Active Middleware Services,16,885
IFIP Congress,22,2070
IFIP Congress (1),20,1721
IFIP Congress (2),11,684
IFIP Congress Topical Sessions,14,824
IFIP Congress (3),9,420
Trends in Distributed Systems for Electronic Commerce,11,408
IFIP World Conference on IT Tools,7,235
IFIP Student Forum,4,31
"Protocol Specification, Testing, and Verification",13,493
Advanced Programming Environments,11,504
IFIP Congress Tutorials,3,18
IFIP World Conference on Mobile Communications,7,197
Communication Systems: The State of the Art (IFIP World Computer Congress),5,119
IFIP Congress: Fundamentals - Foundations of Computer Science,6,72
IFIP Workshop on Advanced Software Engineering,4,56
Formal Aspects in Security and Trust,11,363
Synthesis for Control Dominated Circuits,6,88
Designing Correct Circuits,7,178
Electronic Design Automation Frameworks,4,56
DIPES,9,305
Architectures and Compilation Techniques for Fine and Medium Grain Parallelism,9,297
Decentralized and Distributed Systems,6,93
VLSI,9,398
Asynchronous Design Methodologies,9,296
VLSI-SOC,11,433
EDUTECH,3,27
Conference on Information Security Management & Small Systems Security,5,86
World Conference on Information Security Education,7,149
IFIP Int. Conf. Digital Forensics,7,215
Certification and Security in E-Services,3,32
International Information Security Workshops,4,91
AIAI,12,674
Intelligent Information Processing,6,107
IFIP AI,10,418
CCTA,5,142
IFIP PPAI,6,93
Designing Effective and Usable Multimedia Systems,6,87
Usability,5,64
"Human Error, Safety and Systems Development",4,60
Formal Program Development,6,202
Systems Implementation 2000,6,99
Programming Environments for High-Level Scientific Problem Solving,7,160
The Architecture of Scientific Software,6,174
Engineering for Human-Computer Interaction,9,259
Secondary School Mathematics in the World of Communication Technology,6,99
Capacity Building for IT in Education in Developing Countries,3,48
The Bookmark of the School of the Future,4,53
ICT and the Teacher of the Future,6,87
Informatics and Changes in Learning,4,68
SECIII,6,113
Communications and Networking in Education,4,59
Innovative Adult Learning with Innovative Technologies,7,148
Information and Communication Technologies and Real-Life Learning,3,29
Interactive Multimedia in University Education,5,216
Informatics in Higher Education,4,39
University Education Uses of Visualization in Scientific Computing,4,34
Building University Electronic Educational Environments,4,29
Informatics Curricula and Teaching Methods,5,68
Lessons from Learning,5,157
Software Engineering Education,3,34
Computer Mediated Education of Information Technology Professionals and Advanced End-Users,2,30
Educating Professionals for Network-Centric Organisation,2,10
Professional Development of Information Technology Professionals,2,22
"Exploring a New Partnership: Children, Teachers and Technology",5,89
"Learning in School, Home and Community",3,67
Quality Education @ a Distance,5,44
Information Technology in Educational Management,6,55
eTRAIN,4,77
Teleteaching,10,251
TelE-Learning,6,67
Lifelong Learning in the Digital Age,3,18
History of Computing in Education,2,6
Education for the 21st Century,6,106
Learning to Live in the Knowledge Society,6,108
Interfaces in Industrial Systems for Production Engineering,5,55
CSEIA,7,93
ICEIMT,6,231
Knowledge Intensive CAD,9,194
Formal Design Methods for CAD,7,184
IntCAD,9,304
Geometric Modeling,7,256
Feature Based Product Life-Cycle Modelling,3,32
DIISM,8,240
E-Business and Virtual Enterprises,8,235
ITAMS,2,15
BASYS,3,27
Advanced Network Enterprises,7,456
Towards World Class Manufacturing,5,201
KNOWHSEM,5,79
PRO-VE,7,350
Manufacturing in the Era of Concurrent Engineering,3,12
Virtual Enterprises and Collaborative Networks,14,896
IPAS,6,134
Computer Applications in the Automation of Shipyard Operation and Ship Design,3,56
APMS,3,47
Strategic Management of the Manufacturing Value Chain,6,148
Computer-Aided Production Management,5,57
Knowledge-Based Reactive Scheduling,8,148
Production Management Methods,5,70
Integration in Production Management Systems,6,87
Organizing the Extended Enterprise,3,49
Games in Production Management,4,38
Games in Operations Management,3,24
One-Of-A-Kind Production,4,61
Net-Con,6,120
PICS,18,1436
PMCCN,8,161
Cognitive Ergonomics,6,98
PWC,23,1994
WONS,3,24
Autonomic Networking,6,139
Analysis and Optimization of Differential Systems,4,49
Control of Distributed Parameter and Stochastic Systems,5,50
Reliability and Optimization of Structural Systems,5,49
Modelling the Innovation,6,98
Optimization Techniques,11,558
System Modelling and Optimization,4,47
"Systems, Control, Modeling and Optimization",4,39
Situational Method Engineering,8,270
Engineering Information Systems in the Internet Context,5,114
Organizational Semiotics,7,169
Methods and Associated Tools for the Information Systems Life Cycle,6,380
Information System Development Process,9,372
Information Systems in the WWW Environment,3,30
PoEM,10,308
Global and Organizational Discourse about Information Technology,11,360
"Human, Organizational, and Social Dimensions of Information Systems Development",11,330
Realigning Research and Practice in Information Systems Development,10,365
Information Systems Perspectives and Challenges in the Context of Globalization,8,224
Organizational and Social Perspectives on IT,14,906
Transforming Organizations with Information Technology,8,192
The Impact of Computer Supported Technologies in Information Systems Development,10,393
New Information Technologies in Organizational Processes,7,491
Virtuality and Virtualization,4,79
CDM,4,35
Decision Support in Public Administration,2,13
Decision Support Systems: Experiences and Expectations,7,119
Context Sensitive Decision Support Systems,4,68
Local Area Network Applications,4,49
E-Business: Multidisciplinary Research and Practice,5,109
Systems Engineering in Public Administration,1,6
Diffusing Software Products and Process Innovations,7,265
Open IT-Based Innovation,5,76
Business Process Re-Engineering,8,288
MOBIS,8,178
CONFENIS (1),4,83
Information Systems: The e-Business Challenge,5,157
"Diffusion, Transfer and Implementation of Information Technology",6,425
CONFENIS (2),5,97
"Woman, Work and Computerization",10,285
HOIT,5,145
Security and Control of Information Technology in Society,3,62
Managing Information Technology's Organisational Impact,2,18
IFIP PACT,10,435
IFIP TCS,11,453
IFL,9,132
Implementation of Functional Languages,14,533
IFM,11,403
IFSA (1),11,576
IFSA,13,652
IFSA (2),6,166
IGIS,8,200
Information Hiding,14,544
IHIS,6,228
Impacts of Artificial Intelligence,5,74
IICAI,7,203
IICS,5,86
Innovative Informations-Infrastrukturen,3,19
Intelligent Information Systems,14,997
IIS,12,515
iiWAS,12,880
IJCAI,56,19118
IIWeb,15,2162
ITWP,2,35
Fuzzy Logic in Artificial Intelligence,8,183
IJCAI (1),53,13869
Learning for Natural Language Processing,15,833
IJCAI (2),20,1497
Intelligent Information Integration,9,1023
Fuzzy Logic and Fuzzy Control,4,90
Fuzzy Logic in Artificial Intelligence (IJCAI Workshop),4,63
The Next Generation of Information Systems,4,29
Agent Mediated Electronic Commerce (IJCAI Workshop),8,498
Workshop on Ontology Learning,8,270
Executable Modal and Temporal Logics,4,105
Adaption and Learning in Multi-Agent Systems,11,575
NeSy,2,14
IJCNLP,22,1911
IJCNN (5),18,1120
IJCNN (6),17,1281
IJCNN (3),17,1117
IJCNN (2),10,290
IJCNN (1),9,370
IJCNN (4),14,791
IJCNN,22,5734
International Conference on Computational Intelligence,12,441
IKE,7,240
ILP,11,393
ILP Work-in-progress reports,7,370
Inductive Logic Programming Workshop,10,546
Probabilistic Inductive Logic Programming,9,409
Integrated Network Management,20,1983
IMA Conference on the Mathematics of Surfaces,12,495
IMA Int. Conf.,12,539
IMA Conf.,8,574
IMACS World Congress,7,320
IMACS European Simulation Meeting,4,43
Color Imaging Conference,27,2942
Internet Measurement Conference,32,3322
Internet Measurement Comference,34,4940
Internet Measurement Workshop,52,10731
Internet Measurment Conference,26,3729
Information Management in Computer Integrated Manufacturing,4,56
IMECS,10,464
Theory and Formal Methods,9,441
IMR,15,903
Intelligent Memory Systems,8,161
IMSA,8,392
IMSCCS (1),10,436
IMSCCS (2),13,695
IMSCCS,8,229
IMTCI,7,120
IMYCS,9,341
INAP,3,26
INAP (LNCS Volume),7,543
Industrial Conference on Data Mining - Posters,1,6
Industrial Conference on Data Mining - Posters and Workshops,3,35
Industrial Conference on Data Mining - Workshops,3,13
INDC,6,241
INDOCRYPT,15,779
InetBib,0,0
INEX,19,1177
INEX Workshop,11,560
INFOCOM,68,28604
Informatiktage,4,59
INFORSID,4,50
INFOVIS,54,7454
InfraSec,8,398
INLG,12,460
25th Anniversary of INRIA,6,155
Computing Methods in Applied Sciences and Engineering,8,162
INTELLCOMM,8,304
INTERACT,32,4329
INTERACT (2),16,1208
INTERACT (1),17,1138
DEGAS,1,7
INTEROP,8,233
Interval Mathematics,6,151
INTERWORKING,7,189
INTETAIN,6,198
IOLTS,11,624
IOLTW,19,1255
IOPADS,17,1661
The IOTA Programming System,1,16
IPCC (2),4,49
IPCO,11,385
IPMI,20,1878
IPMU,7,215
IPOM,10,311
IPDPS,38,10062
IPPS,50,10319
IPPS/SPDP Workshops,27,3213
IPPS/SPDP,34,4321
IPDPS Next Generation Software Program - NSFNGS - PI Workshop,8,360
IPDPS Workshops,14,1533
JSSPP,7,155
IPSEN Book,5,138
IPSJ,1,1352
IPSN,32,4109
Informatics and Psychology Workshop,11,493
IPTPS,32,3501
IQ,20,1326
IQIS,11,556
